# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761282729484000000,1761282736231000000,41959424
FilePageCacheLockFree.totalNativeBytesAllocated,1761282729484000000,1761282736231000000,16384
FilePageCache.capacityInBytes,1761282729484000000,1761282736231000000,503316478
FilePageCacheLockFree.heapBytesInUse,1761282729484000000,1761282736231000000,0
DirectByteBufferAllocator.disposed,1761282729484000000,1761282736231000000,150
FilePageCacheLockFree.totalPagesReclaimed,1761282729484000000,1761282736231000000,2
FilePageCache.pageLoads,1761282729484000000,1761282736231000000,193
StorageLockContext.competingThreads.avg,1761282729484000000,1761282736231000000,0.38461538461538464
FilePageCacheLockFree.totalBytesRead,1761282729484000000,1761282736231000000,16
FilePageCacheLockFree.housekeeperTimeSpentMs,1761282729484000000,1761282736231000000,69
MappedFileStorage.totalBytesMapped,1761282729484000000,1761282736231000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1761282729484000000,1761282736231000000,255
FilePageCache.maxCacheSizeInBytes,1761282729484000000,1761282736231000000,199229440
FilePageCache.pageLoadsAboveSizeThreshold,1761282729484000000,1761282736231000000,0
FilePageCacheLockFree.totalPagesRequested,1761282729484000000,1761282736231000000,4
FilePageCacheLockFree.totalPageAllocationsWaited,1761282729484000000,1761282736231000000,0
FilePageCache.totalPageLoadsUs,1761282729484000000,1761282736231000000,370327
MappedFileStorage.totalPagesMapped,1761282729484000000,1761282736231000000,0
DirectByteBufferAllocator.reclaimed,1761282729484000000,1761282736231000000,45
FilePageCacheLockFree.totalPagesReadMs,1761282729484000000,1761282736231000000,2
FilePageCacheLockFree.totalPagesHandedOver,1761282729484000000,1761282736231000000,0
MappedFileStorage.storages,1761282729484000000,1761282736231000000,0
FilePageCache.pageHits,1761282729484000000,1761282736231000000,0
StorageLockContext.competingThreads.90P,1761282729484000000,1761282736231000000,0
DirectByteBufferAllocator.misses,1761282729484000000,1761282736231000000,192
FilePageCacheLockFree.totalPagesWriteMs,1761282729484000000,1761282736231000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1761282729484000000,1761282736231000000,0
FilePageCacheLockFree.totalBytesRequested,1761282729484000000,1761282736231000000,32768
StorageLockContext.competingThreads.max,1761282729484000000,1761282736231000000,5
workspaceModel.updates.ms,1761282729484000000,1761282736231000000,0
workspaceModel.pre.handlers.ms,1761282729484000000,1761282736231000000,0
workspaceModel.updates.precise.ms,1761282729484000000,1761282736231000000,0
workspaceModel.loading.from.cache.ms,1761282729484000000,1761282736231000000,15
workspaceModel.updates.count,1761282729484000000,1761282736231000000,0
workspaceModel.replace.project.model.ms,1761282729484000000,1761282736231000000,0
workspaceModel.update.unloaded.entities.ms,1761282729484000000,1761282736231000000,0
workspaceModel.loading.total.ms,1761282729484000000,1761282736231000000,21
workspaceModel.init.bridges.ms,1761282729484000000,1761282736231000000,0
workspaceModel.to.snapshot.ms,1761282729484000000,1761282736231000000,0
workspaceModel.initializing.ms,1761282729484000000,1761282736231000000,0
workspaceModel.check.recursive.update.ms,1761282729484000000,1761282736231000000,0
workspaceModel.collect.changes.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1761282729484000000,1761282736231000000,0
workspaceModel.load.cache.from.file.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1761282729484000000,1761282736231000000,0
workspaceModel.save.cache.to.file.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761282729484000000,1761282736231000000,0
workspaceModel.load.cache.metadata.from.file.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1761282729484000000,1761282736231000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1761282729484000000,1761282736231000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1761282729484000000,1761282736231000000,0
