# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.add.entity.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1761285307674000000,1761285313835000000,0
workspaceModel.load.cache.metadata.from.file.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1761285307674000000,1761285313835000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761285307674000000,1761285313835000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1761285307674000000,1761285313835000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761285307674000000,1761285313835000000,0
workspaceModel.load.cache.from.file.ms,1761285307674000000,1761285313835000000,0
workspaceModel.save.cache.to.file.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1761285307674000000,1761285313835000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1761285307674000000,1761285313835000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1761285307674000000,1761285313835000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1761285307674000000,1761285313835000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1761285307674000000,1761285313835000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1761285307674000000,1761285313835000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1761285307674000000,1761285313835000000,0
workspaceModel.initializing.ms,1761285307674000000,1761285313835000000,0
workspaceModel.to.snapshot.ms,1761285307674000000,1761285313835000000,0
workspaceModel.replace.project.model.ms,1761285307674000000,1761285313835000000,0
workspaceModel.collect.changes.ms,1761285307674000000,1761285313835000000,0
workspaceModel.loading.total.ms,1761285307674000000,1761285313835000000,21
workspaceModel.updates.ms,1761285307674000000,1761285313835000000,0
workspaceModel.pre.handlers.ms,1761285307674000000,1761285313835000000,0
workspaceModel.init.bridges.ms,1761285307674000000,1761285313835000000,0
workspaceModel.updates.count,1761285307674000000,1761285313835000000,0
workspaceModel.update.unloaded.entities.ms,1761285307674000000,1761285313835000000,0
workspaceModel.updates.precise.ms,1761285307674000000,1761285313835000000,0
workspaceModel.check.recursive.update.ms,1761285307674000000,1761285313835000000,0
workspaceModel.loading.from.cache.ms,1761285307674000000,1761285313835000000,15
DirectByteBufferAllocator.reclaimed,1761285307674000000,1761285313835000000,45
FilePageCacheLockFree.housekeeperTimeSpentMs,1761285307674000000,1761285313835000000,19
FilePageCacheLockFree.housekeeperTurnsSkipped,1761285307674000000,1761285313835000000,4706
FilePageCacheLockFree.totalClosedStoragesReclaimed,1761285307674000000,1761285313835000000,2
FilePageCacheLockFree.totalPagesWriteMs,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.totalBytesRead,1761285307674000000,1761285313835000000,16
FilePageCacheLockFree.totalBytesRequested,1761285307674000000,1761285313835000000,32768
MappedFileStorage.totalBytesMapped,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.heapBytesInUse,1761285307674000000,1761285313835000000,0
StorageLockContext.competingThreads.avg,1761285307674000000,1761285313835000000,0.5833333333333334
FilePageCacheLockFree.totalHeapBytesAllocated,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.totalPagesReadMs,1761285307674000000,1761285313835000000,1
MappedFileStorage.totalTimeSpentOnMappingUs,1761285307674000000,1761285313835000000,338
FilePageCacheLockFree.totalPageAllocationsWaited,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.totalPagesHandedOver,1761285307674000000,1761285313835000000,0
FilePageCache.uncachedFileAccess,1761285307674000000,1761285313835000000,109
DirectByteBufferAllocator.disposed,1761285307674000000,1761285313835000000,150
FilePageCache.pageHits,1761285307674000000,1761285313835000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1761285307674000000,1761285313835000000,41959424
FilePageCacheLockFree.totalPagesRequested,1761285307674000000,1761285313835000000,4
FilePageCacheLockFree.totalNativeBytesReclaimed,1761285307674000000,1761285313835000000,16384
FilePageCache.disposedBuffers,1761285307674000000,1761285313835000000,193
FilePageCache.capacityInBytes,1761285307674000000,1761285313835000000,503316478
FilePageCacheLockFree.totalPagesWritten,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.totalPagesReclaimed,1761285307674000000,1761285313835000000,2
DirectByteBufferAllocator.hits,1761285307674000000,1761285313835000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1761285307674000000,1761285313835000000,15
StorageLockContext.competingThreads.90P,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.totalPagesAllocated,1761285307674000000,1761285313835000000,2
FilePageCache.maxCacheSizeInBytes,1761285307674000000,1761285313835000000,199229440
FileChannelInterruptsRetryer.totalRetriedAttempts,1761285307674000000,1761285313835000000,0
StorageLockContext.competingThreads.max,1761285307674000000,1761285313835000000,7
FilePageCache.pageFastCacheHits,1761285307674000000,1761285313835000000,3820
DirectByteBufferAllocator.misses,1761285307674000000,1761285313835000000,192
MappedFileStorage.storages,1761285307674000000,1761285313835000000,0
MappedFileStorage.totalPagesMapped,1761285307674000000,1761285313835000000,0
FilePageCache.pageLoads,1761285307674000000,1761285313835000000,193
FilePageCacheLockFree.nativeBytesInUse,1761285307674000000,1761285313835000000,0
FilePageCache.totalPageDisposalsUs,1761285307674000000,1761285313835000000,564
FilePageCacheLockFree.totalBytesWritten,1761285307674000000,1761285313835000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1761285307674000000,1761285313835000000,4
FilePageCache.totalPageLoadsUs,1761285307674000000,1761285313835000000,303066
FilePageCacheLockFree.totalNativeBytesAllocated,1761285307674000000,1761285313835000000,16384
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761285307674000000,1761285313835000000,41959424
FilePageCache.maxRegisteredFiles,1761285307674000000,1761285313835000000,529
FlushQueue.queueSize90P,1761285307674000000,1761285313835000000,387
FlushQueue.executionTimeMaxNs,1761285307674000000,1761285313835000000,14548991
NonBlockingReadAction.failedExecutionsCount,1761285307674000000,1761285313835000000,0
AWTEventQueue.dispatchTime90PNs,1761285307674000000,1761285313835000000,35839
AWTEventQueue.eventsDispatched,1761285307674000000,1761285313835000000,1778
AWTEventQueue.dispatchTimeTotalNS,1761285307674000000,1761285313835000000,5305631203
FlushQueue.executionTimeAvgNs,1761285307674000000,1761285313835000000,42145.329211746524
WriteAction.executionsCount,1761285307674000000,1761285313835000000,1
FlushQueue.executionTime90PNs,1761285307674000000,1761285313835000000,40703
FlushQueue.waitingTimeMaxNs,1761285307674000000,1761285313835000000,4043309055
FlushQueue.queueSizeMax,1761285307674000000,1761285313835000000,483
FlushQueue.waitingTime90PNs,1761285307674000000,1761285313835000000,2566914047
FlushQueue.tasksExecuted,1761285307674000000,1761285313835000000,1294
NonBlockingReadAction.failedExecutionTimeUs,1761285307674000000,1761285313835000000,0
ReadAction.executionsCount,1761285307674000000,1761285313835000000,48778
AWTEventQueue.dispatchTimeAvgNs,1761285307674000000,1761285313835000000,2992307.4915635544
NonBlockingReadAction.finalizedExecutionsCount,1761285307674000000,1761285313835000000,14
FlushQueue.waitingTimeAvgNs,1761285307674000000,1761285313835000000,6.189506547789799E8
FlushQueue.queueSizeAvg,1761285307674000000,1761285313835000000,120.24343122102009
NonBlockingReadAction.finalizedExecutionTimeUs,1761285307674000000,1761285313835000000,30612
AWTEventQueue.dispatchTimeMaxNs,1761285307674000000,1761285313835000000,5234491391
