# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.update.unloaded.entities.ms,1761238816589000000,1761238823205000000,0
workspaceModel.initializing.ms,1761238816589000000,1761238823205000000,0
workspaceModel.collect.changes.ms,1761238816589000000,1761238823205000000,0
workspaceModel.pre.handlers.ms,1761238816589000000,1761238823205000000,0
workspaceModel.updates.count,1761238816589000000,1761238823205000000,0
workspaceModel.check.recursive.update.ms,1761238816589000000,1761238823205000000,0
workspaceModel.to.snapshot.ms,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1761238816589000000,1761238823205000000,15
FilePageCacheLockFree.totalPagesWritten,1761238816589000000,1761238823205000000,2
FilePageCacheLockFree.housekeeperTimeSpentMs,1761238816589000000,1761238823205000000,36
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761238816589000000,1761238823205000000,41959424
FilePageCacheLockFree.totalHeapBytesAllocated,1761238816589000000,1761238823205000000,0
FilePageCache.uncachedFileAccess,1761238816589000000,1761238823205000000,328
FilePageCacheLockFree.totalBytesRequested,1761238816589000000,1761238823205000000,73728
DirectByteBufferAllocator.disposed,1761238816589000000,1761238823205000000,150
MappedFileStorage.totalBytesMapped,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.totalPagesReadMs,1761238816589000000,1761238823205000000,15
DirectByteBufferAllocator.hits,1761238816589000000,1761238823205000000,3
FilePageCache.totalPageLoadsUs,1761238816589000000,1761238823205000000,70852
FilePageCache.pageFastCacheHits,1761238816589000000,1761238823205000000,13394
FilePageCacheLockFree.totalPagesWriteMs,1761238816589000000,1761238823205000000,0
StorageLockContext.competingThreads.avg,1761238816589000000,1761238823205000000,0.5833333333333334
FilePageCacheLockFree.totalPagesAllocated,1761238816589000000,1761238823205000000,2
MappedFileStorage.storages,1761238816589000000,1761238823205000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1761238816589000000,1761238823205000000,41959424
FilePageCacheLockFree.totalNativeBytesAllocated,1761238816589000000,1761238823205000000,16384
FilePageCache.pageLoadsAboveSizeThreshold,1761238816589000000,1761238823205000000,0
DirectByteBufferAllocator.misses,1761238816589000000,1761238823205000000,192
FilePageCache.maxRegisteredFiles,1761238816589000000,1761238823205000000,529
StorageLockContext.competingThreads.90P,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.heapBytesInUse,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.totalBytesRead,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.nativeBytesInUse,1761238816589000000,1761238823205000000,0
FilePageCache.totalPageDisposalsUs,1761238816589000000,1761238823205000000,487
MappedFileStorage.totalPagesMapped,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.totalPagesRequested,1761238816589000000,1761238823205000000,9
MappedFileStorage.totalTimeSpentOnMappingUs,1761238816589000000,1761238823205000000,364804
FilePageCacheLockFree.totalPageAllocationsWaited,1761238816589000000,1761238823205000000,0
FilePageCache.disposedBuffers,1761238816589000000,1761238823205000000,193
FilePageCache.pageLoads,1761238816589000000,1761238823205000000,193
FilePageCache.maxCacheSizeInBytes,1761238816589000000,1761238823205000000,199229440
DirectByteBufferAllocator.reclaimed,1761238816589000000,1761238823205000000,45
FilePageCacheLockFree.totalPagesHandedOver,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.totalBytesWritten,1761238816589000000,1761238823205000000,16
FilePageCacheLockFree.housekeeperTurnsSkipped,1761238816589000000,1761238823205000000,5007
FilePageCacheLockFree.totalPagesReclaimed,1761238816589000000,1761238823205000000,2
FilePageCacheLockFree.totalNativeBytesReclaimed,1761238816589000000,1761238823205000000,16384
FilePageCache.capacityInBytes,1761238816589000000,1761238823205000000,503316478
FilePageCacheLockFree.totalPagesRequestsMs,1761238816589000000,1761238823205000000,43
FilePageCacheLockFree.totalHeapBytesReclaimed,1761238816589000000,1761238823205000000,0
FilePageCache.pageHits,1761238816589000000,1761238823205000000,0
StorageLockContext.competingThreads.max,1761238816589000000,1761238823205000000,7
FileChannelInterruptsRetryer.totalRetriedAttempts,1761238816589000000,1761238823205000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1761238816589000000,1761238823205000000,2
