# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesWriteMs,1761282459339000000,1761282465015000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1761282459339000000,1761282465015000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1761282459339000000,1761282465015000000,11
FilePageCacheLockFree.housekeeperTurnsSkipped,1761282459339000000,1761282465015000000,4316
FilePageCache.uncachedFileAccess,1761282459339000000,1761282465015000000,109
FilePageCacheLockFree.housekeeperTimeSpentMs,1761282459339000000,1761282465015000000,18
FilePageCacheLockFree.totalBytesRequested,1761282459339000000,1761282465015000000,32768
FilePageCacheLockFree.totalHeapBytesAllocated,1761282459339000000,1761282465015000000,0
StorageLockContext.competingThreads.avg,1761282459339000000,1761282465015000000,0.0
MappedFileStorage.totalBytesMapped,1761282459339000000,1761282465015000000,0
DirectByteBufferAllocator.hits,1761282459339000000,1761282465015000000,3
FilePageCacheLockFree.totalClosedStoragesReclaimed,1761282459339000000,1761282465015000000,2
FilePageCacheLockFree.totalNativeBytesReclaimed,1761282459339000000,1761282465015000000,16384
FilePageCache.totalPageLoadsUs,1761282459339000000,1761282465015000000,75605
FilePageCacheLockFree.totalPagesRequested,1761282459339000000,1761282465015000000,4
FilePageCache.capacityInBytes,1761282459339000000,1761282465015000000,503316478
FilePageCacheLockFree.totalBytesWritten,1761282459339000000,1761282465015000000,0
FilePageCache.pageHits,1761282459339000000,1761282465015000000,0
FilePageCacheLockFree.nativeBytesInUse,1761282459339000000,1761282465015000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1761282459339000000,1761282465015000000,16384
FilePageCacheLockFree.housekeeperTurnsDone,1761282459339000000,1761282465015000000,14
FilePageCacheLockFree.totalPagesWritten,1761282459339000000,1761282465015000000,0
