# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalBytesRead,1761282459339000000,1761282465015000000,16
MappedFileStorage.storages,1761282459339000000,1761282465015000000,0
FilePageCacheLockFree.totalPagesReadMs,1761282459339000000,1761282465015000000,2
FilePageCacheLockFree.totalPagesAllocated,1761282459339000000,1761282465015000000,2
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1761282459339000000,1761282465015000000,41959424
FilePageCacheLockFree.totalPagesReclaimed,1761282459339000000,1761282465015000000,2
FilePageCache.maxCacheSizeInBytes,1761282459339000000,1761282465015000000,199229440
DirectByteBufferAllocator.disposed,1761282459339000000,1761282465015000000,150
DirectByteBufferAllocator.reclaimed,1761282459339000000,1761282465015000000,45
MappedFileStorage.totalPagesMapped,1761282459339000000,1761282465015000000,0
FilePageCacheLockFree.totalPagesHandedOver,1761282459339000000,1761282465015000000,0
StorageLockContext.competingThreads.max,1761282459339000000,1761282465015000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1761282459339000000,1761282465015000000,41959424
FilePageCacheLockFree.totalPageAllocationsWaited,1761282459339000000,1761282465015000000,0
FilePageCache.pageFastCacheHits,1761282459339000000,1761282465015000000,3820
StorageLockContext.competingThreads.90P,1761282459339000000,1761282465015000000,0
FilePageCache.maxRegisteredFiles,1761282459339000000,1761282465015000000,529
FilePageCache.totalPageDisposalsUs,1761282459339000000,1761282465015000000,611
FilePageCache.pageLoads,1761282459339000000,1761282465015000000,193
FilePageCacheLockFree.heapBytesInUse,1761282459339000000,1761282465015000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1761282459339000000,1761282465015000000,328
FileChannelInterruptsRetryer.totalRetriedAttempts,1761282459339000000,1761282465015000000,0
FilePageCache.disposedBuffers,1761282459339000000,1761282465015000000,193
FilePageCacheLockFree.totalHeapBytesReclaimed,1761282459339000000,1761282465015000000,0
DirectByteBufferAllocator.misses,1761282459339000000,1761282465015000000,192
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1761282459339000000,1761282465015000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1761282459339000000,1761282465015000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1761282459339000000,1761282465015000000,1
workspaceModel.load.cache.metadata.from.file.ms,1761282459339000000,1761282465015000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761282459339000000,1761282465015000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1761282459339000000,1761282465015000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1761282459339000000,1761282465015000000,0
workspaceModel.load.cache.from.file.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1761282459339000000,1761282465015000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761282459339000000,1761282465015000000,0
workspaceModel.save.cache.to.file.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1761282459339000000,1761282465015000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1761282459339000000,1761282465015000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1761282459339000000,1761282465015000000,0
AWTEventQueue.dispatchTimeMaxNs,1761282459339000000,1761282465015000000,4798283775
AWTEventQueue.dispatchTimeTotalNS,1761282459339000000,1761282465015000000,4863409879
NonBlockingReadAction.failedExecutionsCount,1761282459339000000,1761282465015000000,0
FlushQueue.executionTimeMaxNs,1761282459339000000,1761282465015000000,14548991
FlushQueue.waitingTimeMaxNs,1761282459339000000,1761282465015000000,3690987519
ReadAction.executionsCount,1761282459339000000,1761282465015000000,48795
NonBlockingReadAction.failedExecutionTimeUs,1761282459339000000,1761282465015000000,0
AWTEventQueue.dispatchTime90PNs,1761282459339000000,1761282465015000000,20863
NonBlockingReadAction.finalizedExecutionsCount,1761282459339000000,1761282465015000000,14
AWTEventQueue.eventsDispatched,1761282459339000000,1761282465015000000,1867
FlushQueue.executionTime90PNs,1761282459339000000,1761282465015000000,40703
FlushQueue.queueSizeAvg,1761282459339000000,1761282465015000000,120.05758754863814
FlushQueue.executionTimeAvgNs,1761282459339000000,1761282465015000000,40210.3766536965
FlushQueue.queueSizeMax,1761282459339000000,1761282465015000000,483
FlushQueue.queueSize90P,1761282459339000000,1761282465015000000,389
NonBlockingReadAction.finalizedExecutionTimeUs,1761282459339000000,1761282465015000000,28239
WriteAction.executionsCount,1761282459339000000,1761282465015000000,1
FlushQueue.tasksExecuted,1761282459339000000,1761282465015000000,1285
AWTEventQueue.dispatchTimeAvgNs,1761282459339000000,1761282465015000000,2613009.1183717195
FlushQueue.waitingTimeAvgNs,1761282459339000000,1761282465015000000,5.600622177424124E8
FlushQueue.waitingTime90PNs,1761282459339000000,1761282465015000000,2281701375
workspaceModel.updates.ms,1761282459339000000,1761282465015000000,0
workspaceModel.to.snapshot.ms,1761282459339000000,1761282465015000000,0
workspaceModel.updates.precise.ms,1761282459339000000,1761282465015000000,0
workspaceModel.loading.from.cache.ms,1761282459339000000,1761282465015000000,13
workspaceModel.check.recursive.update.ms,1761282459339000000,1761282465015000000,0
workspaceModel.updates.count,1761282459339000000,1761282465015000000,0
workspaceModel.loading.total.ms,1761282459339000000,1761282465015000000,21
workspaceModel.initializing.ms,1761282459339000000,1761282465015000000,0
workspaceModel.collect.changes.ms,1761282459339000000,1761282465015000000,0
workspaceModel.init.bridges.ms,1761282459339000000,1761282465015000000,0
workspaceModel.replace.project.model.ms,1761282459339000000,1761282465015000000,0
workspaceModel.pre.handlers.ms,1761282459339000000,1761282465015000000,0
workspaceModel.update.unloaded.entities.ms,1761282459339000000,1761282465015000000,0
